"anio_alta","fecha_corte_altas","regimen","tramo_anos_cotizados","porcentaje_altas","unidad","estado_dato","fuente","institucion","url_fuente","archivo_bruto","nota"
"2013","2013-12-31","Regimen General","<=15","2.20","porcentaje","observado_agregado","Informe Economico-Financiero a los Presupuestos de la Seguridad Social de 2015 cuadro IV.12","Congreso de los Diputados / Seguridad Social","https://www.congreso.es/docu/pge2015/ppss2015/Proyecto_2015/V5T01.pdf","data/raw/seguridad-social/carreras-cotizacion/2026-05-28_congreso-pge2015_seguridad-social_informe-economico-financiero-altas-jubilacion-anos-cotizados-2013.pdf","Altas de pensiones de jubilacion; distribucion porcentual por tramos de anos cotizados. No contiene dias cotizados ni media exacta."
"2013","2013-12-31","Regimen Especial de Trabajadores Autonomos","<=15","3.72","porcentaje","observado_agregado","Informe Economico-Financiero a los Presupuestos de la Seguridad Social de 2015 cuadro IV.12","Congreso de los Diputados / Seguridad Social","https://www.congreso.es/docu/pge2015/ppss2015/Proyecto_2015/V5T01.pdf","data/raw/seguridad-social/carreras-cotizacion/2026-05-28_congreso-pge2015_seguridad-social_informe-economico-financiero-altas-jubilacion-anos-cotizados-2013.pdf","Altas de pensiones de jubilacion; distribucion porcentual por tramos de anos cotizados. No contiene dias cotizados ni media exacta."
"2013","2013-12-31","Regimen Especial del Mar","<=15","3.82","porcentaje","observado_agregado","Informe Economico-Financiero a los Presupuestos de la Seguridad Social de 2015 cuadro IV.12","Congreso de los Diputados / Seguridad Social","https://www.congreso.es/docu/pge2015/ppss2015/Proyecto_2015/V5T01.pdf","data/raw/seguridad-social/carreras-cotizacion/2026-05-28_congreso-pge2015_seguridad-social_informe-economico-financiero-altas-jubilacion-anos-cotizados-2013.pdf","Altas de pensiones de jubilacion; distribucion porcentual por tramos de anos cotizados. No contiene dias cotizados ni media exacta."
"2013","2013-12-31","Regimen Especial de la Mineria del Carbon","<=15","0.00","porcentaje","observado_agregado","Informe Economico-Financiero a los Presupuestos de la Seguridad Social de 2015 cuadro IV.12","Congreso de los Diputados / Seguridad Social","https://www.congreso.es/docu/pge2015/ppss2015/Proyecto_2015/V5T01.pdf","data/raw/seguridad-social/carreras-cotizacion/2026-05-28_congreso-pge2015_seguridad-social_informe-economico-financiero-altas-jubilacion-anos-cotizados-2013.pdf","Altas de pensiones de jubilacion; distribucion porcentual por tramos de anos cotizados. No contiene dias cotizados ni media exacta."
"2013","2013-12-31","Total sistema","<=15","2.54","porcentaje","observado_agregado","Informe Economico-Financiero a los Presupuestos de la Seguridad Social de 2015 cuadro IV.12","Congreso de los Diputados / Seguridad Social","https://www.congreso.es/docu/pge2015/ppss2015/Proyecto_2015/V5T01.pdf","data/raw/seguridad-social/carreras-cotizacion/2026-05-28_congreso-pge2015_seguridad-social_informe-economico-financiero-altas-jubilacion-anos-cotizados-2013.pdf","Altas de pensiones de jubilacion; distribucion porcentual por tramos de anos cotizados. No contiene dias cotizados ni media exacta."
"2013","2013-12-31","Regimen General","16-20","6.03","porcentaje","observado_agregado","Informe Economico-Financiero a los Presupuestos de la Seguridad Social de 2015 cuadro IV.12","Congreso de los Diputados / Seguridad Social","https://www.congreso.es/docu/pge2015/ppss2015/Proyecto_2015/V5T01.pdf","data/raw/seguridad-social/carreras-cotizacion/2026-05-28_congreso-pge2015_seguridad-social_informe-economico-financiero-altas-jubilacion-anos-cotizados-2013.pdf","Altas de pensiones de jubilacion; distribucion porcentual por tramos de anos cotizados. No contiene dias cotizados ni media exacta."
"2013","2013-12-31","Regimen Especial de Trabajadores Autonomos","16-20","8.61","porcentaje","observado_agregado","Informe Economico-Financiero a los Presupuestos de la Seguridad Social de 2015 cuadro IV.12","Congreso de los Diputados / Seguridad Social","https://www.congreso.es/docu/pge2015/ppss2015/Proyecto_2015/V5T01.pdf","data/raw/seguridad-social/carreras-cotizacion/2026-05-28_congreso-pge2015_seguridad-social_informe-economico-financiero-altas-jubilacion-anos-cotizados-2013.pdf","Altas de pensiones de jubilacion; distribucion porcentual por tramos de anos cotizados. No contiene dias cotizados ni media exacta."
"2013","2013-12-31","Regimen Especial del Mar","16-20","5.42","porcentaje","observado_agregado","Informe Economico-Financiero a los Presupuestos de la Seguridad Social de 2015 cuadro IV.12","Congreso de los Diputados / Seguridad Social","https://www.congreso.es/docu/pge2015/ppss2015/Proyecto_2015/V5T01.pdf","data/raw/seguridad-social/carreras-cotizacion/2026-05-28_congreso-pge2015_seguridad-social_informe-economico-financiero-altas-jubilacion-anos-cotizados-2013.pdf","Altas de pensiones de jubilacion; distribucion porcentual por tramos de anos cotizados. No contiene dias cotizados ni media exacta."
"2013","2013-12-31","Regimen Especial de la Mineria del Carbon","16-20","0.06","porcentaje","observado_agregado","Informe Economico-Financiero a los Presupuestos de la Seguridad Social de 2015 cuadro IV.12","Congreso de los Diputados / Seguridad Social","https://www.congreso.es/docu/pge2015/ppss2015/Proyecto_2015/V5T01.pdf","data/raw/seguridad-social/carreras-cotizacion/2026-05-28_congreso-pge2015_seguridad-social_informe-economico-financiero-altas-jubilacion-anos-cotizados-2013.pdf","Altas de pensiones de jubilacion; distribucion porcentual por tramos de anos cotizados. No contiene dias cotizados ni media exacta."
"2013","2013-12-31","Total sistema","16-20","6.58","porcentaje","observado_agregado","Informe Economico-Financiero a los Presupuestos de la Seguridad Social de 2015 cuadro IV.12","Congreso de los Diputados / Seguridad Social","https://www.congreso.es/docu/pge2015/ppss2015/Proyecto_2015/V5T01.pdf","data/raw/seguridad-social/carreras-cotizacion/2026-05-28_congreso-pge2015_seguridad-social_informe-economico-financiero-altas-jubilacion-anos-cotizados-2013.pdf","Altas de pensiones de jubilacion; distribucion porcentual por tramos de anos cotizados. No contiene dias cotizados ni media exacta."
